gid	claimed_organism	top_match_lineage	containment	category	category_rationale	needs_action	top_match_genus	top_match_species	query_name_from_fasta	rename_source
1024	Phase 5.0 main: Gloeobacter violaceus PCC 7421 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Gloeobacterales;f__Gloeobacteraceae;g__Gloeobacter;s__Gloeobacter violaceus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Gloeobacter' matches top-hit genus exactly; containment 1.000.	N	Gloeobacter	Gloeobacter violaceus	NC_005125.1 Gloeobacter violaceus PCC 7421, complete sequence	
1025	Phase 5.0 main: Prochlorococcus marinus str. MIT 9313 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus;s__Prochlorococcus marinus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Prochlorococcus' matches top-hit genus exactly; containment 1.000.	N	Prochlorococcus	Prochlorococcus marinus	NC_005071.1 Prochlorococcus marinus str. MIT 9313, complete sequence	
1026	Phase 5.0 main: Methanococcus maripaludis S2 [nitrogen_metabolism]. biomass=Archaea	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	0.38837920489296635	CLEAN_SELF_MATCH	Claimed genus 'Methanococcus' matches top-hit genus exactly; containment 0.388.	N	Methanococcus	Methanococcus maripaludis	NC_005791.1 Methanococcus maripaludis S2, complete sequence	
1027	Phase 5.0 main: Pelagibacter ubique HTCC1062 [marine_user_interest]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique	1.0	CLEAN_SELF_MATCH	Claimed genus 'Pelagibacter' matches top-hit genus exactly (claim used 'Candidatus' prefix; GTDB has assigned the formal genus name); containment 1.000.	N	Pelagibacter	Pelagibacter ubique	NC_007205.1 Candidatus Pelagibacter ubique HTCC1062, complete sequence	
1028	Phase 5.0 main: Synechococcus elongatus PCC 7942 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus	0.9603960396039604	CLEAN_SELF_MATCH	Claimed genus 'Synechococcus' matches top-hit genus exactly; containment 0.960.	N	Synechococcus	Synechococcus elongatus	NC_007604.1 Synechococcus elongatus PCC 7942 = FACHB-805, complete sequence	
1029	Phase 5.0 main: Carboxydothermus hydrogenoformans Z-2901 [carbon_fixation]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Z-2901;o__Carboxydothermales;f__Carboxydothermaceae;g__Carboxydothermus;s__Carboxydothermus hydrogenoformans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Carboxydothermus' matches top-hit genus exactly; containment 1.000.	N	Carboxydothermus	Carboxydothermus hydrogenoformans	NC_007503.1 Carboxydothermus hydrogenoformans Z-2901, complete sequence	
1031	Phase 5.0 main: Geobacter metallireducens GS-15 [iron_metals]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter metallireducens	1.0	CLEAN_SELF_MATCH	Claimed genus 'Geobacter' matches top-hit genus exactly; containment 1.000.	N	Geobacter	Geobacter metallireducens	NC_007517.1 Geobacter metallireducens GS-15, complete sequence	
1030	Phase 5.0 main: Rhodobacter sphaeroides 2.4.1 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	1.0	KNOWN_TAXONOMIC_RENAME	Formal genus reclassification: 'Rhodobacter' -> 'Cereibacter_A' (GTDB suffix-rename). Not curator-flagged in notes; documentation update suggested.	N	Cereibacter_A	Cereibacter_A sphaeroides	NC_007493.2 Cereibacter sphaeroides 2.4.1 chromosome 1, complete sequence	curator-flagged
1032	Phase 5.0 main: Rhodospirillum rubrum ATCC 11170 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodospirillum;s__Rhodospirillum rubrum	1.0	CLEAN_SELF_MATCH	Claimed genus 'Rhodospirillum' matches top-hit genus exactly; containment 1.000.	N	Rhodospirillum	Rhodospirillum rubrum	NC_007643.1 Rhodospirillum rubrum ATCC 11170, complete sequence	
1034	Phase 5.0 main: Syntrophus aciditrophicus SB [syntrophy]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus aciditrophicus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Syntrophus' matches top-hit genus exactly; containment 1.000.	N	Syntrophus	Syntrophus aciditrophicus	NC_007759.1 Syntrophus aciditrophicus SB, complete sequence	
1033	Phase 5.0 main: Anaeromyxobacter dehalogenans 2CP-C [iron_metals]. biomass=Gram_neg	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter dehalogenans_B	1.0	CLEAN_SELF_MATCH	Claimed genus 'Anaeromyxobacter' matches top-hit genus exactly; containment 1.000.	N	Anaeromyxobacter	Anaeromyxobacter dehalogenans_B	NC_007760.1 Anaeromyxobacter dehalogenans 2CP-C, complete sequence	
1035	Phase 5.0 main: Methanospirillum hungatei JF-1 [methane_metabolism]. biomass=Archaea	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei	1.0	CLEAN_SELF_MATCH	Claimed genus 'Methanospirillum' matches top-hit genus exactly; containment 1.000.	N	Methanospirillum	Methanospirillum hungatei	NC_007796.1 Methanospirillum hungatei JF-1, complete sequence	
1036	Phase 5.0 main: Stutzerimonas stutzeri A1501 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri	0.5597321235688053	CLEAN_SELF_MATCH	Claimed genus 'Stutzerimonas' matches top-hit genus exactly; containment 0.560.	N	Stutzerimonas	Stutzerimonas stutzeri	NC_009434.1 Stutzerimonas stutzeri A1501, complete sequence	
1037	Phase 5.0 main: Nitrobacter hamburgensis X14 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Nitrobacter;s__Nitrobacter hamburgensis	1.0	CLEAN_SELF_MATCH	Claimed genus 'Nitrobacter' matches top-hit genus exactly; containment 1.000.	N	Nitrobacter	Nitrobacter hamburgensis	NC_007964.1 Nitrobacter hamburgensis X14, complete sequence	
1038	Phase 5.0 main: Syntrophomonas wolfei subsp. wolfei Goettingen G311 [syntrophy]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas;s__Syntrophomonas wolfei	1.0	CLEAN_SELF_MATCH	Claimed genus 'Syntrophomonas' matches top-hit genus exactly; containment 1.000.	N	Syntrophomonas	Syntrophomonas wolfei	NC_008346.1 Syntrophomonas wolfei subsp. wolfei str. Goettingen G311, complete sequence	
1039	Phase 5.0 main: Nitrosomonas eutropha C91 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas eutropha	0.9951582867783985	CLEAN_SELF_MATCH	Claimed genus 'Nitrosomonas' matches top-hit genus exactly; containment 0.995.	N	Nitrosomonas	Nitrosomonas eutropha	NC_008344.1 Nitrosomonas eutropha C91, complete sequence	
1040	Phase 5.0 main: Magnetococcus marinus MC-1 [marine_user_interest]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetococcaceae;g__Magnetococcus;s__Magnetococcus marinus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Magnetococcus' matches top-hit genus exactly; containment 1.000.	N	Magnetococcus	Magnetococcus marinus	NC_008576.1 Magnetococcus marinus MC-1, complete sequence	
1041	Phase 5.0 main: Syntrophobacter fumaroxidans MPOB [syntrophy]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter fumaroxidans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Syntrophobacter' matches top-hit genus exactly; containment 1.000.	N	Syntrophobacter	Syntrophobacter fumaroxidans	NC_008554.1 Syntrophobacter fumaroxidans MPOB, complete sequence	
1042	Phase 5.0 main: Methanocorpusculum labreanum Z [methane_metabolism]. biomass=Archaea	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum labreanum	1.0	CLEAN_SELF_MATCH	Claimed genus 'Methanocorpusculum' matches top-hit genus exactly; containment 1.000.	N	Methanocorpusculum	Methanocorpusculum labreanum	NC_008942.1 Methanocorpusculum labreanum Z, complete sequence	
1043	Phase 5.0 main: Methanobrevibacter smithii ATCC 35061 [methane_metabolism]. biomass=Archaea	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella smithii	1.0	KNOWN_TAXONOMIC_RENAME	Formal genus reclassification: 'Methanobrevibacter' -> 'Methanocatella' (GTDB R220 reclass.). Not curator-flagged in notes; documentation update suggested.	N	Methanocatella	Methanocatella smithii	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	curator-flagged
1044	Phase 5.0 main: Roseiflexus castenholzii DSM 13941 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus castenholzii	1.0	CLEAN_SELF_MATCH	Claimed genus 'Roseiflexus' matches top-hit genus exactly; containment 1.000.	N	Roseiflexus	Roseiflexus castenholzii	NC_009767.1 Roseiflexus castenholzii DSM 13941, complete sequence	
1045	Phase 5.0 main: Crocosphaera subtropica ATCC 51142 [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Crocosphaera;s__Crocosphaera subtropica	1.0	CLEAN_SELF_MATCH	Claimed genus 'Crocosphaera' matches top-hit genus exactly; containment 1.000.	N	Crocosphaera	Crocosphaera subtropica	NC_010546.1 Crocosphaera subtropica ATCC 51142 chromosome circular, complete sequence	
1047	Phase 5.0 main: Caldivirga maquilingensis IC-167 [extreme_archaea]. biomass=Archaea	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga maquilingensis	1.0	CLEAN_SELF_MATCH	Claimed genus 'Caldivirga' matches top-hit genus exactly; containment 1.000.	N	Caldivirga	Caldivirga maquilingensis	NC_009954.1 Caldivirga maquilingensis IC-167, complete sequence	
1046	Phase 5.0 main: Ignicoccus hospitalis KIN4/I [carbon_fixation]. biomass=Archaea	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__Ignicoccus hospitalis	1.0	CLEAN_SELF_MATCH	Claimed genus 'Ignicoccus' matches top-hit genus exactly; containment 1.000.	N	Ignicoccus	Ignicoccus hospitalis	NC_009776.1 Ignicoccus hospitalis KIN4/I, complete sequence	
1048	Phase 5.0 main: Desulfosudis oleivorans Hxd3 [sulfate_reduction]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosudaceae;g__Desulfosudis;s__Desulfosudis oleivorans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Desulfosudis' matches top-hit genus exactly; containment 1.000.	N	Desulfosudis	Desulfosudis oleivorans	NC_009943.1 Desulfosudis oleivorans Hxd3, complete sequence	
1049	Phase 5.0 main: Nitrosopumilus maritimus SCM1 [nitrogen_metabolism]. biomass=Archaea	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus maritimus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Nitrosopumilus' matches top-hit genus exactly; containment 1.000.	N	Nitrosopumilus	Nitrosopumilus maritimus	NC_010085.1 Nitrosopumilus maritimus SCM1, complete sequence	
1050	Phase 5.0 main: Pseudomonas putida GB-1 [manganese_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_P	0.7957723035952063	GTDB_SUFFIX_SPLIT	GTDB has split the polyphyletic genus 'Pseudomonas' into sub-genera using letter suffixes; this genome falls into 'Pseudomonas_E'. Species name aligns.	N	Pseudomonas_E	Pseudomonas_E putida_P	NC_010322.1 Pseudomonas putida GB-1, complete sequence	
1051	Phase 5.0 main: Heliomicrobium modesticaldum Ice1 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Desulfitobacteriia;o__Heliobacteriales;f__Heliobacteriaceae;g__Heliomicrobium;s__Heliomicrobium modesticaldum	1.0	CLEAN_SELF_MATCH	Claimed genus 'Heliomicrobium' matches top-hit genus exactly; containment 1.000.	N	Heliomicrobium	Heliomicrobium modesticaldum	NC_010337.2 Heliomicrobium modesticaldum Ice1, complete sequence	
1052	Phase 5.0 main: Methylacidiphilum infernorum V4 [methane_metabolism]. biomass=Gram_neg	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum infernorum	1.0	CLEAN_SELF_MATCH	Claimed genus 'Methylacidiphilum' matches top-hit genus exactly; containment 1.000.	N	Methylacidiphilum	Methylacidiphilum infernorum	NC_010794.1 Methylacidiphilum infernorum V4, complete sequence	
1053	Phase 5.0 main: Natranaerobius thermophilus JW/NM-WN-LF [halophile_alkaliphile]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Natranaerobiia;o__Natranaerobiales;f__Natranaerobiaceae;g__Natranaerobius;s__Natranaerobius thermophilus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Natranaerobius' matches top-hit genus exactly; containment 1.000.	N	Natranaerobius	Natranaerobius thermophilus	NC_010718.1 Natranaerobius thermophilus JW/NM-WN-LF, complete sequence	
1055	Phase 5.0 main: Acidithiobacillus ferrooxidans ATCC 53993 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferrooxidans	0.924963924963925	CLEAN_SELF_MATCH	Claimed genus 'Acidithiobacillus' matches top-hit genus exactly; containment 0.925.	N	Acidithiobacillus	Acidithiobacillus ferrooxidans	NC_011206.1 Acidithiobacillus ferrooxidans ATCC 53993, complete sequence	
1054	Phase 5.0 main: Desulforapulum autotrophicum HRM2 [sulfate_reduction]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulforapulum;s__Desulforapulum autotrophicum	1.0	CLEAN_SELF_MATCH	Claimed genus 'Desulforapulum' matches top-hit genus exactly; containment 1.000.	N	Desulforapulum	Desulforapulum autotrophicum	NC_012108.1 Desulforapulum autotrophicum HRM2, complete sequence	
1056	Phase 5.0 main: Azotobacter vinelandii DJ [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter vinelandii	0.9934350260668082	CLEAN_SELF_MATCH	Claimed genus 'Azotobacter' matches top-hit genus exactly; containment 0.993.	N	Azotobacter	Azotobacter vinelandii	NC_012560.1 Azotobacter vinelandii DJ, complete sequence	
1057	Phase 5.0 main: Sulfurihydrogenibium azorense Az-Fu1 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Sulfurihydrogenibium;s__Sulfurihydrogenibium azorense	1.0	CLEAN_SELF_MATCH	Claimed genus 'Sulfurihydrogenibium' matches top-hit genus exactly; containment 1.000.	N	Sulfurihydrogenibium	Sulfurihydrogenibium azorense	NC_012438.1 Sulfurihydrogenibium azorense Az-Fu1, complete sequence	
1058	Phase 5.0 main: Persephonella marina EX-H1 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Persephonella;s__Persephonella marina	1.0	CLEAN_SELF_MATCH	Claimed genus 'Persephonella' matches top-hit genus exactly; containment 1.000.	N	Persephonella	Persephonella marina	NC_012440.1 Persephonella marina EX-H1, complete sequence	
1059	Phase 5.0 main: Rhodobacter capsulatus SB 1003 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter capsulatus_B	1.0	CLEAN_SELF_MATCH	Claimed genus 'Rhodobacter' matches top-hit genus exactly; containment 1.000.	N	Rhodobacter	Rhodobacter capsulatus_B	NC_014034.1 Rhodobacter capsulatus SB 1003, complete sequence	
1061	Phase 5.0 main: Methylorubrum extorquens AM1 [methane_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium extorquens	0.3620637329286798	KNOWN_TAXONOMIC_RENAME	Formal genus reclassification: 'Methylorubrum' -> 'Methylobacterium' (GTDB lumped). Not curator-flagged in notes; documentation update suggested.	N	Methylobacterium	Methylobacterium extorquens	NC_012808.1 Methylorubrum extorquens AM1, complete sequence	curator-flagged
1060	Phase 5.0 main: Halorubrum lacusprofundi DSM 5036 [halophile_alkaliphile]. biomass=Archaea	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum lacusprofundi	1.0	CLEAN_SELF_MATCH	Claimed genus 'Halorubrum' matches top-hit genus exactly; containment 1.000.	N	Halorubrum	Halorubrum lacusprofundi	NC_012029.1 Halorubrum lacusprofundi ATCC 49239 chromosome 1, complete sequence	
1062	Phase 5.0 main: Halothiobacillus neapolitanus c2 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Halothiobacillus;s__Halothiobacillus neapolitanus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Halothiobacillus' matches top-hit genus exactly; containment 1.000.	N	Halothiobacillus	Halothiobacillus neapolitanus	NC_013422.1 Halothiobacillus neapolitanus c2, complete sequence	
1063	Phase 5.0 main: Prevotella ruminicola 23 [fermentation]. biomass=Gram_neg	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella ruminicola	1.0	CLEAN_SELF_MATCH	Claimed genus 'Prevotella' matches top-hit genus exactly; containment 1.000.	N	Prevotella	Prevotella ruminicola	NC_014033.1 Xylanibacter ruminicola 23, complete sequence	
1064	Phase 5.0 main: Bacteroides fragilis NCTC 9343 [fermentation]. biomass=Gram_neg	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1.0	CLEAN_SELF_MATCH	Claimed genus 'Bacteroides' matches top-hit genus exactly; containment 1.000.	N	Bacteroides	Bacteroides fragilis	NC_003228.3 Bacteroides fragilis NCTC 9343, complete sequence	
1065	Phase 5.0 main: Frankia alni ACN14a [nitrogen_metabolism]. biomass=Gram_neg	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Frankiaceae;g__Frankia;s__Frankia alni	1.0	CLEAN_SELF_MATCH	Claimed genus 'Frankia' matches top-hit genus exactly; containment 1.000.	N	Frankia	Frankia alni	NC_008278.1 Frankia alni ACN14a, complete sequence	
1066	Phase 5.0 main: Bacillus selenitireducens MLS10 [heavy_metal_respiration]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Salisediminibacterium;s__Salisediminibacterium selenitireducens	1.0	KNOWN_TAXONOMIC_RENAME	Formal genus reclassification: 'Bacillus' -> 'Salisediminibacterium' (GTDB R226 reclass. (selenitireducens lineage)). Not curator-flagged in notes; documentation update suggested.	Y	Salisediminibacterium	Salisediminibacterium selenitireducens	NC_014219.1 [Bacillus] selenitireducens MLS10, complete sequence	discovered-this-analysis
1067	Phase 5.0 main: Clostridium ljungdahlii DSM 13528 [acetogenesis]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B ljungdahlii	1.0	GTDB_SUFFIX_SPLIT	GTDB has split the polyphyletic genus 'Clostridium' into sub-genera using letter suffixes; this genome falls into 'Clostridium_B'. Species name aligns.	N	Clostridium_B	Clostridium_B ljungdahlii	NC_014328.1 Clostridium ljungdahlii DSM 13528, complete sequence	
1068	Phase 5.0 main: Gallionella capsiferriformans ES-2 [iron_metals]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella capsiferriformans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Gallionella' matches top-hit genus exactly; containment 1.000.	N	Gallionella	Gallionella capsiferriformans	NC_014394.1 Gallionella capsiferriformans ES-2, complete sequence	
1070	Phase 5.0 main: Ferroplasma acidarmanus Fer1 [iron_metals]. biomass=Archaea	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma acidiphilum	0.539568345323741	CLEAN_SELF_MATCH	Claimed genus 'Ferroplasma' matches top-hit genus exactly; containment 0.540.	N	Ferroplasma	Ferroplasma acidiphilum	NC_021592.1 Ferroplasma acidarmanus Fer1, complete sequence	
1069	Phase 5.0 main: Shewanella oneidensis MR-1 [iron_metals]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella oneidensis	1.0	CLEAN_SELF_MATCH	Claimed genus 'Shewanella' matches top-hit genus exactly; containment 1.000.	N	Shewanella	Shewanella oneidensis	NC_004347.2 Shewanella oneidensis MR-1, complete sequence	
1071	Phase 5.0 main: Aurantimonas manganoxydans SI85-9A1 [manganese_metabolism]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aurantimonas;s__Aurantimonas manganoxydans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Aurantimonas' matches top-hit genus exactly; containment 1.000.	N	Aurantimonas	Aurantimonas manganoxydans	NZ_CH672387.1 Aurantimonas manganoxydans SI85-9A1 scf_1099451004081, whole genome shotgun sequence	
1072	Phase 5.0 main: Mariprofundus ferrooxydans PV-1 [iron_metals]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus ferrooxydans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Mariprofundus' matches top-hit genus exactly; containment 1.000.	N	Mariprofundus	Mariprofundus ferrooxydans	NZ_DS022297.1 Mariprofundus ferrooxydans PV-1 scf_1099921033920, whole genome shotgun sequence	
1073	Phase 5.0 main: Roseobacter litoralis Och 149 [marine_user_interest]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter litoralis	1.0	CLEAN_SELF_MATCH	Claimed genus 'Roseobacter' matches top-hit genus exactly; containment 1.000.	N	Roseobacter	Roseobacter litoralis	NC_015730.1 Roseobacter litoralis Och 149, complete sequence	
1074	Phase 5.0 main: Bacillus sp. SG-1 [manganese_metabolism]. biomass=Gram_neg	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__Bacillaceae_B;g__Bacillus_BM;s__Bacillus_BM sp000181495	1.0	GTDB_SUFFIX_SPLIT	GTDB has split the polyphyletic genus 'Bacillus' into sub-genera using letter suffixes; this genome falls into 'Bacillus_BM'. Species name aligns.	N	Bacillus_BM	Bacillus_BM sp000181495	NZ_ABCF01000186.1 Bacillus sp. SG-1 1101501000610, whole genome shotgun sequence	
1075	Phase 5.0 main: Sulfuricurvum kujiense DSM 16994 [sulfur_metabolism]. biomass=Gram_neg	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum kujiense	1.0	CLEAN_SELF_MATCH	Claimed genus 'Sulfuricurvum' matches top-hit genus exactly; containment 1.000.	N	Sulfuricurvum	Sulfuricurvum kujiense	NC_014762.1 Sulfuricurvum kujiense DSM 16994, complete sequence	
1076	Phase 5.0 main: Desulfobulbus propionicus 1pr3 [sulfate_reduction]. biomass=Gram_neg	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus propionicus	1.0	CLEAN_SELF_MATCH	Claimed genus 'Desulfobulbus' matches top-hit genus exactly; containment 1.000.	N	Desulfobulbus	Desulfobulbus propionicus	NC_014972.1 Desulfobulbus propionicus DSM 2032, complete sequence	
1077	Phase 5.0 main: Rhodopseudomonas palustris CGA009 [phototrophy]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris_F	0.5320406278855032	CLEAN_SELF_MATCH	Claimed genus 'Rhodopseudomonas' matches top-hit genus exactly; containment 0.532.	N	Rhodopseudomonas	Rhodopseudomonas palustris_F	NC_005296.1 Rhodopseudomonas palustris CGA009, complete sequence	
1078	Phase 5.0 main: Cupriavidus metallidurans CH34 [heavy_metal_respiration]. biomass=Gram_neg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus metallidurans	1.0	CLEAN_SELF_MATCH	Claimed genus 'Cupriavidus' matches top-hit genus exactly; containment 1.000.	N	Cupriavidus	Cupriavidus metallidurans	NC_007973.1 Cupriavidus metallidurans CH34, complete sequence	
